student = 140;
teacher = 20;
curriculum = 7;
date = 6;
period = 4;
b = 
[
    [1 1 1 1 1 0 0] //1
    [1 1 1 1 1 0 0] //2
    [2 1 1 1 0 0 0] //3
    [1 0 1 1 0 0 0] //4
    [1 1 0 0 0 0 0] //5
    [1 2 1 0 0 0 0] //6
    [0 0 0 0 0 2 1] //7
    [1 1 1 0 0 0 0] //8
    [1 0 1 0 0 0 0] //9
    [2 1 0 1 0 0 0] //10
    [2 1 1 1 0 0 0] //11
    [0 0 1 1 0 0 0] //12
    [0 1 1 0 0 0 0] //13
    [1 1 0 1 0 0 0] //14
    [0 0 0 0 0 2 1] //15
    [0 2 0 0 0 0 0] //16
    [1 0 0 0 0 0 0] //17
    [1 1 1 0 0 0 0] //18
    [0 0 0 0 0 1 1] //19
    [1 1 1 0 1 0 0] //20
    [2 1 0 0 0 0 0] //21
    [0 0 1 0 0 0 0] //22
    [0 1 1 0 1 0 0] //23
    [1 1 0 0 0 0 0] //24
    [1 2 0 1 0 0 0] //25
    [0 0 0 0 0 1 1] //26
    [1 0 0 0 0 0 0] //27
    [1 1 0 1 0 0 0] //28
    [0 2 1 1 0 0 0] //29
    [1 1 1 0 1 0 0] //30
    [1 1 0 0 0 0 0] //31
    [1 1 1 1 0 0 0] //32
    [1 1 0 0 0 0 0] //33
    [1 0 1 0 0 0 0] //34
    [2 1 1 0 0 0 0] //35
    [0 1 1 0 0 0 0] //36
    [0 0 0 0 0 2 0] //37
    [1 2 1 0 0 0 0] //38
    [0 0 1 0 0 0 0] //39
    [1 1 0 1 0 0 0] //40
    [1 0 0 0 0 0 0] //41
    [0 0 0 0 0 1 0] //42
    [1 0 0 0 0 0 0] //43
    [1 1 0 0 0 0 0] //44
    [1 1 0 1 0 0 0] //45
    [2 1 1 1 0 0 0] //46
    [1 1 0 0 0 0 0] //47
    [1 1 1 0 0 0 0] //48
    [2 0 1 0 0 0 0] //49
    [1 1 1 1 0 0 0] //50
    [1 1 0 0 0 0 0] //51
    [1 1 1 0 0 0 0] //52
    [1 1 1 0 1 0 0] //53
    [1 1 1 0 0 0 0] //54
    [1 1 0 0 0 0 0] //55
    [1 1 1 0 0 0 0] //56
    [1 0 0 0 0 0 0] //57
    [1 2 1 0 0 0 0] //58
    [1 0 0 0 0 0 0] //59
    [1 0 1 0 1 0 0] //60
    [1 1 0 0 0 0 0] //61
    [1 2 1 0 0 0 0] //62
    [1 1 0 0 0 0 0] //63
    [1 1 0 1 0 0 0] //64
    [1 1 1 1 1 0 0] //65
    [0 1 1 0 0 0 0] //66
    [1 1 1 1 1 0 0] //67
    [1 2 1 1 0 0 0] //68
    [0 0 0 0 0 0 2] //69
    [1 0 1 0 0 0 0] //70
    [1 2 0 1 1 0 0] //71
    [1 2 1 0 0 0 0] //72
    [1 1 1 0 0 0 0] //73
    [1 0 1 0 0 0 0] //74
    [1 1 0 1 0 0 0] //75
    [0 1 1 0 0 0 0] //76
    [0 1 0 1 0 0 0] //77
    [1 1 1 0 0 0 0] //78
    [1 0 0 0 0 0 0] //79
    [0 0 0 0 0 1 1] //80
    [1 1 1 0 0 0 0] //81
    [1 1 0 0 0 0 0] //82
    [1 1 1 1 0 0 0] //83
    [1 2 1 1 0 0 0] //84
    [1 1 1 0 0 0 0] //85
    [1 1 0 1 0 0 0] //86
    [0 0 0 0 0 2 1] //87
    [0 1 0 1 0 0 0] //88
    [1 1 0 0 0 0 0] //89
    [1 0 1 0 0 0 0] //90
    [0 0 0 0 0 1 1] //91
    [1 1 0 1 0 0 0] //92
    [1 1 1 1 0 0 0] //93
    [0 0 0 0 0 0 1] //94
    [0 0 0 0 0 2 0] //95
    [1 1 0 0 1 0 0] //96
    [1 2 0 0 0 0 0] //97
    [1 1 1 0 0 0 0] //98
    [1 0 1 0 0 0 0] //99
    [2 1 1 1 0 0 0] //100
    [1 1 1 1 1 0 0] //101
    [1 1 0 0 0 0 0] //102
    [1 1 0 1 1 0 0] //103
    [1 1 1 0 0 0 0] //104
    [1 1 0 0 0 0 0] //105
    [1 0 1 0 0 0 0] //106
    [1 1 0 1 0 0 0] //107
    [1 1 0 1 0 0 0] //108
    [1 1 0 0 0 0 0] //109
    [0 1 0 1 0 0 0] //110
    [1 1 0 0 0 0 0] //111
    [1 1 0 0 0 0 0] //112
    [1 1 0 0 0 0 0] //113
    [1 1 0 0 0 0 0] //114
    [1 1 0 1 0 0 0] //115
    [1 0 0 0 0 0 0] //116
    [1 1 0 0 1 0 0] //117
    [1 1 1 0 1 0 0] //118
    [1 0 1 0 0 0 0] //119
    [1 1 0 0 0 0 0] //120
